name,id,ra,dec,z_spec_or_phot,x_Mpc,y_Mpc,z_Mpc,note,survey
UNCOVER-15742,15742,3.6022,-30.4184,5.4474,7035.0774,442.8833,-4138.664,filament candidate,UNCOVER
UNCOVER-15779,15779,3.6085,-30.4185,7.2638,7661.13,483.1406,-4507.0273,filament candidate,UNCOVER
UNCOVER-15780,15780,3.6084,-30.4183,6.6725,7481.818,471.8233,-4401.4993,filament candidate,UNCOVER
UNCOVER-15781,15781,3.5747,-30.4183,5.1349,6900.5504,431.0859,-4059.3865,filament candidate,UNCOVER
UNCOVER-15789,15789,3.6693,-30.4182,5.9764,7241.8307,464.4086,-4260.5876,filament candidate,UNCOVER
UNCOVER-15790,15790,3.6127,-30.4182,6.6131,7462.6463,471.1662,-4390.2264,filament candidate,UNCOVER
UNCOVER-15796,15796,3.6091,-30.4183,9.1176,8117.7669,512.0184,-4775.6181,filament candidate,UNCOVER
UNCOVER-15808,15808,3.5636,-30.4182,7.4453,7712.7789,480.3216,-4537.1277,filament candidate,UNCOVER
UNCOVER-15819,15819,3.5718,-30.4182,9.8799,8271.0897,516.2863,-4865.6034,filament candidate,UNCOVER
UNCOVER-15838,15838,3.6083,-30.4182,9.5396,8204.5166,517.3764,-4826.6257,filament candidate,UNCOVER
UNCOVER-15842,15842,3.5603,-30.4182,5.409,7019.3885,436.7377,-4129.2107,filament candidate,UNCOVER
UNCOVER-15843,15843,3.5604,-30.4182,6.2324,7334.7913,456.3747,-4314.7507,filament candidate,UNCOVER
UNCOVER-15848,15848,3.6573,-30.4181,5.9595,7235.6606,462.4885,-4256.8779,filament candidate,UNCOVER
UNCOVER-15878,15878,3.6274,-30.4181,5.2372,6945.36,440.3053,-4085.9579,filament candidate,UNCOVER
UNCOVER-15893,15893,3.5789,-30.419,5.7738,7165.9651,448.1888,-4215.6643,filament candidate,UNCOVER
UNCOVER-15896,15896,3.5598,-30.418,6.6742,7482.7879,465.5108,-4401.7808,filament candidate,UNCOVER
UNCOVER-15899,15899,3.6186,-30.4181,6.5778,7451.1262,471.2148,-4383.4518,filament candidate,UNCOVER
UNCOVER-15923,15923,3.6551,-30.418,6.48,7418.5791,473.8989,-4364.4582,filament candidate,UNCOVER
UNCOVER-15939,15939,3.5713,-30.4179,6.2844,7352.8214,458.9068,-4325.3658,filament candidate,UNCOVER
UNCOVER-15952,15952,3.589,-30.4179,5.7514,7157.2785,448.9219,-4210.4167,filament candidate,UNCOVER
UNCOVER-15961,15961,3.6081,-30.418,6.3068,7360.2783,464.1151,-4329.9326,filament candidate,UNCOVER
UNCOVER-15965,15965,3.6045,-30.4179,5.9107,7217.927,454.6817,-4246.1573,filament candidate,UNCOVER
UNCOVER-15967,15967,3.6025,-30.4179,9.9154,8277.5776,521.1479,-4869.5205,filament candidate,UNCOVER
UNCOVER-15992,15992,3.5964,-30.4178,6.4498,7408.9965,465.6679,-4358.5053,filament candidate,UNCOVER
UNCOVER-15996,15996,3.613,-30.4177,6.0966,7286.1728,460.0615,-4286.3245,filament candidate,UNCOVER
UNCOVER-15997,15997,3.5983,-30.4178,6.65,7474.7315,470.0517,-4397.1822,filament candidate,UNCOVER
UNCOVER-16019,16019,3.5675,-30.4177,6.1652,7311.0504,455.8032,-4300.7349,filament candidate,UNCOVER
UNCOVER-16025,16025,3.5853,-30.4177,6.1764,7314.8907,458.3257,-4303.078,filament candidate,UNCOVER
UNCOVER-16055,16055,3.628,-30.4176,6.6373,7470.4025,473.6667,-4394.7442,filament candidate,UNCOVER
UNCOVER-16078,16078,3.5554,-30.4176,6.6076,7461.3903,463.5974,-4389.0942,filament candidate,UNCOVER
UNCOVER-16099,16099,3.567,-30.4176,8.7883,8046.6468,501.5929,-4733.43,filament candidate,UNCOVER
UNCOVER-16106,16106,3.559,-30.4174,8.2869,7930.5747,493.2528,-4665.0832,filament candidate,UNCOVER
UNCOVER-16119,16119,3.5753,-30.4174,5.5627,7082.639,442.5409,-4166.3585,filament candidate,UNCOVER
UNCOVER-16124,16124,3.5832,-30.4173,5.6727,7126.5477,446.2669,-4192.2137,filament candidate,UNCOVER
UNCOVER-16134,16134,3.57,-30.4174,5.767,7163.52,446.9275,-4213.9177,filament candidate,UNCOVER
UNCOVER-16140,16140,3.6593,-30.4173,9.6277,8221.5769,525.7992,-4836.7649,filament candidate,UNCOVER
UNCOVER-16144,16144,3.561,-30.4173,5.327,6984.7106,434.665,-4108.6685,filament candidate,UNCOVER
UNCOVER-16147,16147,3.5663,-30.4173,6.6273,7467.7062,465.4141,-4392.8151,filament candidate,UNCOVER
UNCOVER-16155,16155,3.6432,-30.4172,6.872,7544.3586,480.3663,-4438.2668,filament candidate,UNCOVER
UNCOVER-16156,16156,3.6092,-30.4173,5.1392,6902.2882,435.3634,-4060.4096,filament candidate,UNCOVER
UNCOVER-16157,16157,3.6092,-30.4173,5.1686,6915.3639,436.187,-4068.0879,filament candidate,UNCOVER
UNCOVER-16158,16158,3.6092,-30.4174,5.1763,6918.7602,436.4059,-4070.1166,filament candidate,UNCOVER
UNCOVER-16162,16162,3.6167,-30.4173,6.779,7515.6224,475.0395,-4421.2522,filament candidate,UNCOVER
UNCOVER-16163,16163,3.5746,-30.4174,5.8793,7206.3625,450.1754,-4239.1317,filament candidate,UNCOVER
UNCOVER-16184,16184,3.6177,-30.4194,6.7568,7508.4828,474.7262,-4417.4212,filament candidate,UNCOVER
UNCOVER-16186,16186,3.6163,-30.4188,5.385,7008.8323,442.9579,-4123.3671,filament candidate,UNCOVER
UNCOVER-16207,16207,3.6325,-30.4171,5.0252,6850.4309,434.8885,-4029.9748,filament candidate,UNCOVER
UNCOVER-16214,16214,3.6076,-30.4171,7.6711,7773.9964,490.1354,-4573.1595,filament candidate,UNCOVER
UNCOVER-16224,16224,3.6202,-30.4171,6.2539,7341.9033,464.5125,-4319.0301,filament candidate,UNCOVER
UNCOVER-16228,16228,3.5606,-30.4171,9.0414,8102.0437,504.1407,-4765.8852,filament candidate,UNCOVER
UNCOVER-16269,16269,3.6008,-30.417,5.3319,6986.5477,439.6515,-4109.8817,filament candidate,UNCOVER
UNCOVER-16279,16279,3.5692,-30.417,5.9179,7220.9414,450.4085,-4247.6142,filament candidate,UNCOVER
UNCOVER-16297,16297,3.574,-30.417,6.6825,7485.4357,467.5338,-4403.2205,filament candidate,UNCOVER
UNCOVER-16301,16301,3.5742,-30.4169,5.8449,7193.4009,449.3165,-4231.429,filament candidate,UNCOVER
UNCOVER-16329,16329,3.5836,-30.4171,6.2559,7342.8778,459.8678,-4319.4317,filament candidate,UNCOVER
UNCOVER-16331,16331,3.5597,-30.4168,6.5666,7448.0277,463.3309,-4381.1208,filament candidate,UNCOVER
UNCOVER-16340,16340,3.5711,-30.4168,6.9237,7560.8888,471.8667,-4447.5614,filament candidate,UNCOVER
UNCOVER-16341,16341,3.5644,-30.4168,5.3803,7007.3615,436.4973,-4121.9298,filament candidate,UNCOVER
UNCOVER-16362,16362,3.6158,-30.4168,6.6424,7472.212,472.184,-4395.6203,filament candidate,UNCOVER
UNCOVER-16368,16368,3.594,-30.4168,7.9387,7843.9809,492.6836,-4614.1991,filament candidate,UNCOVER
UNCOVER-16374,16374,3.5724,-30.4167,6.6325,7469.3591,466.3179,-4393.7153,filament candidate,UNCOVER
UNCOVER-16380,16380,3.629,-30.4167,6.5589,7444.9635,472.1796,-4379.6338,filament candidate,UNCOVER
UNCOVER-16389,16389,3.6467,-30.4167,6.0253,7260.0987,462.702,-4270.9623,filament candidate,UNCOVER
UNCOVER-16391,16391,3.6336,-30.4167,6.4677,7414.7658,470.8615,-4361.8879,filament candidate,UNCOVER
UNCOVER-16403,16403,3.5665,-30.4166,5.8601,7199.2411,448.7157,-4234.7741,filament candidate,UNCOVER
UNCOVER-16411,16411,3.651,-30.4166,6.5608,7445.3894,475.0744,-4379.9777,filament candidate,UNCOVER
UNCOVER-16414,16414,3.5838,-30.4166,9.9525,8284.852,518.8822,-4873.4474,filament candidate,UNCOVER
UNCOVER-16422,16422,3.619,-30.4166,6.6611,7478.2212,472.9777,-4399.1315,filament candidate,UNCOVER
UNCOVER-16426,16426,3.573,-30.4166,6.7911,7519.8517,469.5518,-4423.3904,filament candidate,UNCOVER
UNCOVER-16428,16428,3.5589,-30.4165,6.1744,7314.4875,454.9179,-4302.5174,filament candidate,UNCOVER
UNCOVER-16439,16439,3.6166,-30.4165,9.5918,8214.9471,519.2323,-4832.4854,filament candidate,UNCOVER
UNCOVER-16462,16462,3.5652,-30.4165,5.8387,7191.1438,448.0404,-4229.9825,filament candidate,UNCOVER
UNCOVER-16464,16464,3.5596,-30.4165,8.7168,8030.7949,499.5635,-4723.8554,filament candidate,UNCOVER
UNCOVER-16473,16473,3.6153,-30.4165,7.706,7783.2592,491.7612,-4578.5315,filament candidate,UNCOVER
UNCOVER-16476,16476,3.6019,-30.4164,9.6254,8221.726,517.544,-4836.3812,filament candidate,UNCOVER
UNCOVER-16481,16481,3.5769,-30.4164,5.1239,6895.7455,431.0473,-4056.2637,filament candidate,UNCOVER
UNCOVER-16499,16499,3.6136,-30.4164,7.2682,7662.5347,483.9161,-4507.4925,filament candidate,UNCOVER
UNCOVER-16521,16521,3.6018,-30.4163,5.0114,6844.3817,430.8235,-4026.1424,filament candidate,UNCOVER
UNCOVER-16522,16522,3.5881,-30.4163,8.8912,8069.3116,505.995,-4746.6244,filament candidate,UNCOVER
UNCOVER-16524,16524,3.5546,-30.4163,9.1759,8130.7047,505.0764,-4782.57,filament candidate,UNCOVER
UNCOVER-16543,16543,3.6165,-30.4163,6.6743,7482.4941,472.9272,-4401.5722,filament candidate,UNCOVER
UNCOVER-16551,16551,3.6059,-30.4162,6.9443,7566.9249,476.8554,-4451.1794,filament candidate,UNCOVER
UNCOVER-16554,16554,3.5924,-30.4162,5.2175,6937.1634,435.5293,-4080.669,filament candidate,UNCOVER
UNCOVER-16555,16555,3.5811,-30.4162,6.2132,7328.0146,458.6155,-4310.5262,filament candidate,UNCOVER
UNCOVER-16593,16593,3.6208,-30.4162,8.6268,8009.8642,506.8558,-4711.8087,filament candidate,UNCOVER
UNCOVER-16594,16594,3.5949,-30.4161,7.0414,7596.3143,477.238,-4468.3957,filament candidate,UNCOVER
UNCOVER-16625,16625,3.6018,-30.416,5.5439,7074.9107,445.3373,-4161.707,filament candidate,UNCOVER
UNCOVER-16628,16628,3.6095,-30.416,5.6412,7113.9854,448.7585,-4184.7231,filament candidate,UNCOVER
UNCOVER-16672,16672,3.6324,-30.4159,6.6161,7463.6329,473.8119,-4390.4942,filament candidate,UNCOVER
UNCOVER-16673,16673,3.6127,-30.4159,6.6628,7478.8763,472.1957,-4399.3704,filament candidate,UNCOVER
UNCOVER-16706,16706,3.5822,-30.4158,5.0525,6863.4234,429.6673,-4037.1802,filament candidate,UNCOVER
UNCOVER-16715,16715,3.6231,-30.4159,6.995,7582.1483,480.0911,-4460.1553,filament candidate,UNCOVER
UNCOVER-16716,16716,3.6231,-30.4158,6.5921,7455.916,472.1001,-4385.8877,filament candidate,UNCOVER
UNCOVER-16717,16717,3.6038,-30.4158,9.1451,8123.827,511.6533,-4778.6835,filament candidate,UNCOVER
UNCOVER-16718,16718,3.5744,-30.4158,7.5435,7739.9207,483.4893,-4552.7035,filament candidate,UNCOVER
UNCOVER-16733,16733,3.5936,-30.4158,5.2228,6939.4802,435.8175,-4081.9638,filament candidate,UNCOVER
UNCOVER-16745,16745,3.607,-30.4157,5.5788,7089.015,446.8707,-4169.976,filament candidate,UNCOVER
UNCOVER-16756,16756,3.6086,-30.4157,6.457,7411.4416,467.4104,-4359.6362,filament candidate,UNCOVER
UNCOVER-16774,16774,3.5625,-30.4165,5.6542,7119.4823,443.2434,-4187.8315,filament candidate,UNCOVER
UNCOVER-16775,16775,3.5623,-30.4169,5.6044,7099.5823,441.9722,-4176.1896,filament candidate,UNCOVER
UNCOVER-16778,16778,3.6023,-30.4156,6.4247,7400.6802,465.9076,-4353.268,filament candidate,UNCOVER
UNCOVER-16809,16809,3.5801,-30.4159,5.6235,7107.1399,444.6682,-4180.544,filament candidate,UNCOVER
UNCOVER-16828,16828,3.5601,-30.4156,6.7505,7507.2615,467.0743,-4415.7491,filament candidate,UNCOVER
UNCOVER-16853,16853,3.5803,-30.4155,7.3158,7676.4557,480.3173,-4515.3567,filament candidate,UNCOVER
UNCOVER-16858,16858,3.5621,-30.4155,7.9554,7848.6135,488.5791,-4616.5309,filament candidate,UNCOVER
UNCOVER-16863,16863,3.6511,-30.4155,5.1337,6899.6433,440.2685,-4058.7371,filament candidate,UNCOVER
UNCOVER-16883,16883,3.6234,-30.4159,6.7271,7499.3135,474.886,-4411.4292,filament candidate,UNCOVER
UNCOVER-16889,16889,3.5604,-30.4155,5.2601,6956.0291,432.805,-4091.4991,filament candidate,UNCOVER
UNCOVER-16902,16902,3.5764,-30.4154,6.682,7485.3666,467.839,-4402.9217,filament candidate,UNCOVER
UNCOVER-16906,16906,3.577,-30.4157,5.1815,6921.4422,432.6667,-4071.2709,filament candidate,UNCOVER
UNCOVER-16907,16907,3.577,-30.4155,5.2101,6934.062,433.4589,-4078.663,filament candidate,UNCOVER
UNCOVER-16939,16939,3.6033,-30.4155,6.7525,7507.555,472.7638,-4416.109,filament candidate,UNCOVER
UNCOVER-16954,16954,3.5938,-30.4154,6.584,7453.5533,468.1271,-4384.2925,filament candidate,UNCOVER
UNCOVER-16960,16960,3.5865,-30.4153,7.3721,7692.3406,482.1471,-4524.7007,filament candidate,UNCOVER
UNCOVER-16975,16975,3.5529,-30.4153,7.7815,7803.8178,484.5364,-4590.0923,filament candidate,UNCOVER
UNCOVER-16981,16981,3.6448,-30.4153,5.1564,6909.8369,440.1528,-4064.6774,filament candidate,UNCOVER
UNCOVER-16983,16983,3.6295,-30.4153,6.7447,7504.8751,476.0408,-4414.6273,filament candidate,UNCOVER
UNCOVER-16986,16986,3.5838,-30.4153,5.8191,7183.5899,449.9183,-4225.4251,filament candidate,UNCOVER
UNCOVER-16994,16994,3.6513,-30.4153,5.8689,7201.9969,459.5905,-4236.5652,filament candidate,UNCOVER
UNCOVER-17009,17009,3.5576,-30.4153,5.3525,6995.7691,434.9374,-4114.8291,filament candidate,UNCOVER
UNCOVER-17017,17017,3.6094,-30.4152,9.1563,8126.2018,512.5935,-4779.989,filament candidate,UNCOVER
UNCOVER-17029,17029,3.57,-30.4152,5.6291,7109.5081,443.5614,-4181.7715,filament candidate,UNCOVER
UNCOVER-17065,17065,3.6275,-30.4151,6.6376,7470.6988,473.6142,-4394.4794,filament candidate,UNCOVER
UNCOVER-17073,17073,3.5914,-30.415,6.1682,7312.1455,458.9338,-4301.0385,filament candidate,UNCOVER
UNCOVER-17076,17076,3.5888,-30.4151,6.57,7449.0602,467.1913,-4381.561,filament candidate,UNCOVER
UNCOVER-17116,17116,3.6092,-30.415,5.8946,7212.0558,454.9116,-4242.2321,filament candidate,UNCOVER
UNCOVER-17125,17125,3.6296,-30.4149,5.868,7201.8426,456.8346,-4236.3113,filament candidate,UNCOVER
UNCOVER-17161,17161,3.621,-30.4148,7.0242,7591.0444,480.3781,-4465.1909,filament candidate,UNCOVER
UNCOVER-17167,17167,3.6093,-30.4148,6.4313,7402.8965,466.9597,-4354.4574,filament candidate,UNCOVER
UNCOVER-17185,17185,3.6277,-30.4147,6.3708,7382.2879,468.0438,-4342.4184,filament candidate,UNCOVER
UNCOVER-17195,17195,3.5801,-30.4147,6.0447,7267.8575,454.7216,-4274.881,filament candidate,UNCOVER
UNCOVER-17217,17217,3.6263,-30.4147,5.9786,7243.2269,459.0436,-4260.6095,filament candidate,UNCOVER
UNCOVER-17218,17218,3.6291,-30.4147,6.6325,7469.0506,473.7226,-4393.4463,filament candidate,UNCOVER
UNCOVER-17225,17225,3.5761,-30.4146,6.612,7462.8634,466.3963,-4389.5429,filament candidate,UNCOVER
UNCOVER-17229,17229,3.5682,-30.4146,6.6678,7480.9476,466.4936,-4400.1437,filament candidate,UNCOVER
UNCOVER-17243,17243,3.6171,-30.4146,6.6421,7472.2621,472.3518,-4395.2607,filament candidate,UNCOVER
UNCOVER-17274,17274,3.5706,-30.4146,5.7895,7172.4036,447.559,-4218.677,filament candidate,UNCOVER
UNCOVER-17303,17303,3.6183,-30.4145,6.8858,7549.0428,477.3683,-4440.4153,filament candidate,UNCOVER
UNCOVER-17317,17317,3.5752,-30.4144,7.7419,7793.2648,486.9284,-4583.8349,filament candidate,UNCOVER
UNCOVER-17349,17349,3.5672,-30.4144,5.1768,6919.5226,431.3638,-4069.8913,filament candidate,UNCOVER
UNCOVER-17368,17368,3.6326,-30.4143,5.1535,6908.6884,438.5993,-4063.7859,filament candidate,UNCOVER
UNCOVER-17405,17405,3.6158,-30.4149,5.1679,6915.1552,436.9784,-4067.6117,filament candidate,UNCOVER
UNCOVER-17406,17406,3.6159,-30.4148,5.159,6911.2417,436.7432,-4065.3003,filament candidate,UNCOVER
UNCOVER-17426,17426,3.6437,-30.4141,5.0836,6877.2065,437.9422,-4045.2928,filament candidate,UNCOVER
UNCOVER-17427,17427,3.608,-30.4141,7.1399,7625.5261,480.8252,-4485.2866,filament candidate,UNCOVER
UNCOVER-17436,17436,3.5637,-30.4141,6.19,7320.1383,455.8883,-4305.4535,filament candidate,UNCOVER
UNCOVER-17440,17440,3.5652,-30.4141,5.7642,7162.7234,446.2787,-4212.8696,filament candidate,UNCOVER
UNCOVER-17446,17446,3.575,-30.4141,5.5212,7066.0304,441.4555,-4156.0366,filament candidate,UNCOVER
UNCOVER-17452,17452,3.6079,-30.414,7.0562,7600.7751,479.2481,-4470.7117,filament candidate,UNCOVER
UNCOVER-17509,17509,3.5912,-30.4139,5.9283,7224.8868,453.4435,-4249.509,filament candidate,UNCOVER
UNCOVER-17512,17512,3.5765,-30.4138,5.4141,7021.7105,438.8767,-4129.9374,filament candidate,UNCOVER
UNCOVER-17534,17534,3.5521,-30.4144,5.6365,7112.6672,441.5272,-4183.4147,filament candidate,UNCOVER
UNCOVER-17536,17536,3.6113,-30.4146,6.2821,7351.9474,464.0028,-4324.4605,filament candidate,UNCOVER
UNCOVER-17540,17540,3.6112,-30.4144,6.7537,7507.9464,473.8353,-4416.1849,filament candidate,UNCOVER
UNCOVER-17559,17559,3.5612,-30.4138,5.7832,7170.0888,446.2255,-4217.131,filament candidate,UNCOVER
UNCOVER-17562,17562,3.5674,-30.4137,6.4315,7403.3997,461.5503,-4354.3716,filament candidate,UNCOVER
UNCOVER-17567,17567,3.6094,-30.4137,6.7925,7520.2148,474.3646,-4423.278,filament candidate,UNCOVER
UNCOVER-17605,17605,3.5617,-30.4138,5.1618,6912.9358,430.286,-4065.8944,filament candidate,UNCOVER
UNCOVER-17666,17666,3.6148,-30.4134,5.7111,7141.7204,451.1766,-4200.6337,filament candidate,UNCOVER
UNCOVER-17670,17670,3.5729,-30.4136,8.0374,7869.3895,491.3631,-4628.4552,filament candidate,UNCOVER
UNCOVER-17674,17674,3.6159,-30.4134,8.3116,7936.3361,501.5297,-4668.0174,filament candidate,UNCOVER
UNCOVER-17713,17713,3.5738,-30.4134,6.7076,7493.7091,468.0189,-4407.4528,filament candidate,UNCOVER
UNCOVER-17753,17753,3.582,-30.4157,5.0722,6872.3885,430.2125,-4042.4414,filament candidate,UNCOVER
UNCOVER-17763,17763,3.5929,-30.4133,5.664,7123.3567,447.2807,-4189.7076,filament candidate,UNCOVER
UNCOVER-17769,17769,3.5806,-30.4132,5.8402,7191.8181,450.0266,-4229.9067,filament candidate,UNCOVER
UNCOVER-17792,17792,3.5725,-30.4132,8.4249,7963.6962,497.1984,-4683.8497,filament candidate,UNCOVER
UNCOVER-17793,17793,3.5724,-30.4132,8.5527,7993.5267,499.0462,-4701.3838,filament candidate,UNCOVER
UNCOVER-17794,17794,3.568,-30.4133,5.6672,7124.8022,444.2617,-4190.4394,filament candidate,UNCOVER
UNCOVER-17798,17798,3.5723,-30.4131,8.156,7898.9349,493.1264,-4645.7405,filament candidate,UNCOVER
UNCOVER-17814,17814,3.5602,-30.4131,6.6339,7470.1867,464.774,-4393.5086,filament candidate,UNCOVER
UNCOVER-17819,17819,3.5596,-30.4131,7.0937,7612.4008,473.5434,-4477.1439,filament candidate,UNCOVER
UNCOVER-17820,17820,3.6713,-30.4131,5.0622,6867.3472,440.632,-4039.449,filament candidate,UNCOVER
UNCOVER-17823,17823,3.5828,-30.4131,5.6482,7117.1575,445.6241,-4185.9845,filament candidate,UNCOVER
UNCOVER-17836,17836,3.6252,-30.4131,5.2351,6944.8469,440.0003,-4084.8235,filament candidate,UNCOVER
UNCOVER-17937,17937,3.6444,-30.413,6.7576,7509.0206,478.2747,-4416.7299,filament candidate,UNCOVER
UNCOVER-17939,17939,3.585,-30.4131,5.5598,7081.6933,443.6809,-4165.125,filament candidate,UNCOVER
UNCOVER-17946,17946,3.5788,-30.4129,5.7798,7168.7317,448.3595,-4216.261,filament candidate,UNCOVER
UNCOVER-17949,17949,3.6456,-30.4129,6.5267,7434.5309,473.687,-4372.9095,filament candidate,UNCOVER
UNCOVER-17950,17950,3.6303,-30.4129,5.0589,6866.1587,435.6292,-4038.5301,filament candidate,UNCOVER
UNCOVER-17959,17959,3.5848,-30.4128,9.1188,8118.6874,508.6164,-4774.9926,filament candidate,UNCOVER
UNCOVER-17983,17983,3.5533,-30.4127,5.1871,6924.2856,429.9714,-4072.3523,filament candidate,UNCOVER
UNCOVER-18010,18010,3.6029,-30.4128,5.0101,6843.9969,430.9385,-4025.3656,filament candidate,UNCOVER
UNCOVER-18028,18028,3.5821,-30.4131,5.4792,7048.7686,441.2597,-4145.7546,filament candidate,UNCOVER
UNCOVER-18029,18029,3.5822,-30.4131,5.654,7119.501,445.6984,-4187.3502,filament candidate,UNCOVER
UNCOVER-18032,18032,3.5823,-30.4131,5.6554,7120.056,445.7506,-4187.6751,filament candidate,UNCOVER
UNCOVER-18034,18034,3.5825,-30.4131,5.6143,7103.6643,444.7405,-4178.0395,filament candidate,UNCOVER
UNCOVER-18059,18059,3.5768,-30.4126,6.123,7296.3116,456.0821,-4291.2383,filament candidate,UNCOVER
UNCOVER-18069,18069,3.5685,-30.4126,5.2648,6958.2334,433.939,-4092.3618,filament candidate,UNCOVER
UNCOVER-18072,18072,3.5913,-30.4126,5.525,7067.546,443.5739,-4156.7549,filament candidate,UNCOVER
UNCOVER-18082,18082,3.5985,-30.4126,7.0742,7606.3385,478.35,-4473.6794,filament candidate,UNCOVER
UNCOVER-18085,18085,3.59,-30.4125,6.2548,7342.79,460.6867,-4318.6205,filament candidate,UNCOVER
UNCOVER-18086,18086,3.5615,-30.4125,7.7816,7803.9818,485.7161,-4589.7244,filament candidate,UNCOVER
UNCOVER-18087,18087,3.5613,-30.4125,6.7282,7500.4324,466.7957,-4411.1999,filament candidate,UNCOVER
UNCOVER-18092,18092,3.6004,-30.4125,6.6476,7474.3245,470.2948,-4396.0309,filament candidate,UNCOVER
UNCOVER-18113,18113,3.6217,-30.4125,5.1503,6907.4852,437.214,-4062.7378,filament candidate,UNCOVER
UNCOVER-18130,18130,3.6449,-30.4125,5.1574,6910.4388,440.1995,-4064.577,filament candidate,UNCOVER
UNCOVER-18148,18148,3.5763,-30.4124,5.347,6993.4843,437.0896,-4113.0903,filament candidate,UNCOVER
UNCOVER-18151,18151,3.5765,-30.4123,6.0679,7276.4732,454.7982,-4279.524,filament candidate,UNCOVER
UNCOVER-18156,18156,3.6007,-30.4123,5.8347,7189.6482,452.4208,-4228.5694,filament candidate,UNCOVER
UNCOVER-18163,18163,3.5764,-30.4123,6.771,7513.8332,469.6193,-4419.1215,filament candidate,UNCOVER
UNCOVER-18175,18175,3.5766,-30.4123,8.3191,7938.5824,496.1924,-4668.9242,filament candidate,UNCOVER
UNCOVER-18235,18235,3.6124,-30.4125,6.3817,7386.2861,466.3124,-4344.3024,filament candidate,UNCOVER
UNCOVER-18273,18273,3.6148,-30.4121,6.4962,7424.7393,469.0444,-4366.8638,filament candidate,UNCOVER
UNCOVER-18281,18281,3.6198,-30.412,6.6896,7487.6881,473.6864,-4403.8975,filament candidate,UNCOVER
UNCOVER-18290,18290,3.6553,-30.412,5.6401,7113.4546,454.4287,-4183.955,filament candidate,UNCOVER
UNCOVER-18312,18312,3.5766,-30.4119,7.3293,7680.6221,480.0758,-4517.1415,filament candidate,UNCOVER
UNCOVER-18313,18313,3.5597,-30.4119,5.5603,7082.1784,440.575,-4165.1067,filament candidate,UNCOVER
UNCOVER-18316,18316,3.6181,-30.4119,7.7113,7785.0152,492.2638,-4578.7434,filament candidate,UNCOVER
UNCOVER-18366,18366,3.5762,-30.4123,5.7882,7172.0277,448.2387,-4218.0884,filament candidate,UNCOVER
UNCOVER-18409,18409,3.5527,-30.4117,5.6968,7136.7137,443.0863,-4197.1145,filament candidate,UNCOVER
UNCOVER-18431,18431,3.5794,-30.4117,9.483,8193.9936,512.5664,-4819.0313,filament candidate,UNCOVER
UNCOVER-18441,18441,3.5769,-30.4119,5.1676,6915.5386,432.2889,-4067.1699,filament candidate,UNCOVER
UNCOVER-18442,18442,3.5769,-30.4118,5.0986,6884.6632,430.3572,-4048.9972,filament candidate,UNCOVER
UNCOVER-18460,18460,3.6124,-30.4117,6.2555,7342.9333,463.5789,-4318.6681,filament candidate,UNCOVER
UNCOVER-18493,18493,3.5552,-30.4116,6.2218,7331.6079,455.5076,-4311.7284,filament candidate,UNCOVER
UNCOVER-18497,18497,3.5758,-30.4115,6.0562,7272.3005,454.4506,-4276.925,filament candidate,UNCOVER
UNCOVER-18499,18499,3.5681,-30.4115,5.5812,7090.6056,442.1367,-4170.0319,filament candidate,UNCOVER
UNCOVER-18519,18519,3.5879,-30.4116,5.2728,6961.6249,436.5144,-4094.2792,filament candidate,UNCOVER
UNCOVER-18530,18530,3.5719,-30.4114,7.9691,7852.3306,490.1629,-4618.0072,filament candidate,UNCOVER
UNCOVER-18538,18538,3.5517,-30.4114,7.9716,7853.1608,487.4295,-4618.395,filament candidate,UNCOVER
UNCOVER-18550,18550,3.5678,-30.4114,5.5798,7090.0405,442.0724,-4169.6843,filament candidate,UNCOVER
UNCOVER-18574,18574,3.6015,-30.4113,7.2324,7652.7252,481.6695,-4500.7457,filament candidate,UNCOVER
UNCOVER-18580,18580,3.5569,-30.4114,5.0842,6878.316,427.5471,-4045.1095,filament candidate,UNCOVER
UNCOVER-18601,18601,3.5998,-30.4113,6.8833,7548.6954,474.8977,-4439.5467,filament candidate,UNCOVER
UNCOVER-18627,18627,3.5846,-30.4112,6.5536,7443.9914,466.3267,-4377.8874,filament candidate,UNCOVER
UNCOVER-18633,18633,3.5844,-30.4112,5.684,7131.4455,446.7258,-4194.0751,filament candidate,UNCOVER
UNCOVER-18640,18640,3.5752,-30.4113,6.0246,7260.8144,453.6534,-4270.1328,filament candidate,UNCOVER
UNCOVER-18652,18652,3.5707,-30.4113,5.7655,7163.3754,447.0044,-4212.8027,filament candidate,UNCOVER
UNCOVER-18653,18653,3.5706,-30.4112,5.6369,7112.9281,443.8493,-4183.1184,filament candidate,UNCOVER
UNCOVER-18658,18658,3.6025,-30.4111,6.4276,7401.9986,466.0179,-4353.2641,filament candidate,UNCOVER
UNCOVER-18697,18697,3.5925,-30.411,6.993,7582.1868,476.0342,-4459.169,filament candidate,UNCOVER
UNCOVER-18735,18735,3.593,-30.411,5.7975,7175.5633,450.5694,-4220.0178,filament candidate,UNCOVER
UNCOVER-18761,18761,3.5646,-30.4109,6.4006,7393.1973,460.5603,-4347.87,filament candidate,UNCOVER
UNCOVER-18764,18764,3.5813,-30.4113,7.8202,7813.9887,489.056,-4595.4832,filament candidate,UNCOVER
