name,id,ra,dec,z_spec_or_phot,x_Mpc,y_Mpc,z_Mpc,note,survey
UNCOVER-15547,15547,3.573740387033863,-30.41884240543799,10.5972,8400.985821035123,524.6797860497592,-4942.154072459399,filament candidate,UNCOVER
UNCOVER-15590,15590,3.668123874146221,-30.41866284272396,10.131,8317.094308572716,533.1960190500764,-4893.2771001011015,filament candidate,UNCOVER
UNCOVER-15629,15629,3.621799038274719,-30.41860899182452,10.0027,8293.744823100436,524.9662415666897,-4879.277853239792,filament candidate,UNCOVER
UNCOVER-15630,15630,3.611136850045879,-30.418603419428237,14.9526,8991.11430088225,567.427548743591,-5289.48262479979,filament candidate,UNCOVER
UNCOVER-15717,15717,3.62259008758593,-30.418782097451302,10.8149,8437.629421433909,534.1906144941964,-4963.965025503408,filament candidate,UNCOVER
UNCOVER-15765,15765,3.6381044238717295,-30.418295836231696,11.882,8605.494959997262,547.1578108292015,-5062.711032169679,filament candidate,UNCOVER
UNCOVER-15776,15776,3.649721378452692,-30.418286332034647,10.5462,8391.495526450437,535.2595290616896,-4936.874589770899,filament candidate,UNCOVER
UNCOVER-16059,16059,3.619660348941776,-30.417578510934405,10.7132,8420.556802899137,532.6774406273548,-4953.666617892166,filament candidate,UNCOVER
UNCOVER-16073,16073,3.621753695311135,-30.417506560786983,10.0287,8298.701184452882,525.2733688521597,-4881.978329291476,filament candidate,UNCOVER
UNCOVER-16176,16176,3.647130645844134,-30.41719815846536,12.4814,8690.97748433565,553.9676947226865,-5112.828306393034,filament candidate,UNCOVER
UNCOVER-16404,16404,3.557977737708039,-30.41660808767458,12.7864,8733.211311882986,543.0168544556893,-5137.049643315869,filament candidate,UNCOVER
UNCOVER-16527,16527,3.604529198040361,-30.416279647524284,13.5161,8826.358875650736,556.0079154908567,-5192.036745544884,filament candidate,UNCOVER
UNCOVER-16737,16737,3.5865724718680947,-30.41572026922092,11.5943,8563.029989035638,536.7254834782265,-5036.923751043327,filament candidate,UNCOVER
UNCOVER-16987,16987,3.5660402381427208,-30.41528796324826,12.3504,8673.721544733806,540.5431487816728,-5101.832017534668,filament candidate,UNCOVER
UNCOVER-17144,17144,3.5963108075635786,-30.41486901215992,10.8655,8446.686785070557,530.8744679589596,-4968.3725735182215,filament candidate,UNCOVER
UNCOVER-17155,17155,3.6016990205626414,-30.41488031225914,10.0309,8299.504017912739,522.4076176483428,-4881.8302037896265,filament candidate,UNCOVER
UNCOVER-17302,17302,3.662878742041385,-30.414383801555573,12.4761,8690.340149923139,556.325410527125,-5111.967968547247,filament candidate,UNCOVER
UNCOVER-17363,17363,3.603752400848253,-30.414473773050336,12.8628,8743.11041941594,550.6447532711392,-5142.690824010036,filament candidate,UNCOVER
UNCOVER-17400,17400,3.6059342839296336,-30.414212870724025,12.8134,8736.563518414601,550.5664446197003,-5138.798671967937,filament candidate,UNCOVER
UNCOVER-17404,17404,3.5549503374477043,-30.414184266114155,10.7141,8421.607482105615,523.1951352130105,-4953.261797030626,filament candidate,UNCOVER
UNCOVER-17416,17416,3.577245766821887,-30.414177377798985,10.2229,8335.095810387222,521.0765907931101,-4902.4965360777605,filament candidate,UNCOVER
UNCOVER-17439,17439,3.5789642964379227,-30.41408316863926,10.1226,8316.761254494297,520.1808165974148,-4891.703356673939,filament candidate,UNCOVER
UNCOVER-17448,17448,3.5598924754002743,-30.414064140668263,10.9884,8467.449700930223,526.7762942325566,-4980.227196006169,filament candidate,UNCOVER
UNCOVER-17455,17455,3.560497353127094,-30.414081096228816,12.2917,8665.643946401107,539.1981768333928,-5096.80420637976,filament candidate,UNCOVER
UNCOVER-17566,17566,3.672154513968132,-30.41369724475552,12.8687,8743.293482641348,561.1365905235069,-5143.029216488857,filament candidate,UNCOVER
UNCOVER-17586,17586,3.556586561837981,-30.413731549684137,12.3472,8673.50756812121,539.0931610689745,-5101.336350958669,filament candidate,UNCOVER
UNCOVER-17601,17601,3.613636980897906,-30.4136875184592,12.2587,8660.520184402849,546.9432280804756,-5094.006617934882,filament candidate,UNCOVER
UNCOVER-17620,17620,3.6096190084994095,-30.413607874882967,12.8314,8738.970215646259,551.2823538570832,-5140.110799936819,filament candidate,UNCOVER
UNCOVER-17655,17655,3.671346672181312,-30.41346551075544,13.2009,8786.427000897258,563.7804659517782,-5168.348899912217,filament candidate,UNCOVER
UNCOVER-17805,17805,3.564622347850813,-30.413127839665663,12.3627,8675.657030322804,540.4482388289886,-5102.521940439764,filament candidate,UNCOVER
UNCOVER-17869,17869,3.570799148161921,-30.41298785098379,12.2117,8654.3356866337,540.0566420690093,-5089.987680377694,filament candidate,UNCOVER
UNCOVER-18131,18131,3.6449387997899465,-30.41241634047921,14.7822,8972.951596580908,571.5962266288235,-5277.689430839318,filament candidate,UNCOVER
UNCOVER-18166,18166,3.5803430368607767,-30.41231075600633,10.0724,8307.624341860092,519.8100318993045,-4885.990396636891,filament candidate,UNCOVER
UNCOVER-18190,18190,3.5764455280835525,-30.412262705131607,11.1569,8494.854066244361,530.9449234261655,-4996.075578741898,filament candidate,UNCOVER
UNCOVER-18263,18263,3.5544700838734022,-30.412058793213067,12.5047,8695.517904230588,540.1387431402469,-5113.928025487348,filament candidate,UNCOVER
UNCOVER-18266,18266,3.5783870649342675,-30.41204784668316,11.9042,8609.877817728257,538.4270284070088,-5063.691689396849,filament candidate,UNCOVER
UNCOVER-18428,18428,3.599105314809921,-30.41170319955871,12.7868,8733.311737180342,549.3164898748521,-5136.332081649836,filament candidate,UNCOVER
UNCOVER-18443,18443,3.576854042309264,-30.411673214272582,11.3247,8521.649182428551,532.6806664157048,-5011.718701243972,filament candidate,UNCOVER
UNCOVER-18480,18480,3.549178225444049,-30.41155280236241,13.9232,8876.50773342739,550.5582768843365,-5220.234570655159,filament candidate,UNCOVER
UNCOVER-18555,18555,3.547786521879267,-30.411372431801432,11.1873,8500.08274784916,527.0035595403558,-4998.81714051912,filament candidate,UNCOVER
UNCOVER-18560,18560,3.608120355826949,-30.41134521347317,14.9886,8995.659527282725,567.2389111445251,-5290.603677184643,filament candidate,UNCOVER
UNCOVER-18766,18766,3.5790508632918097,-30.410931463042036,11.9932,8623.00646082525,539.3483331066847,-5071.190315066624,filament candidate,UNCOVER
UNCOVER-18904,18904,3.5884060759178023,-30.410657083921947,12.8807,8745.964664792127,548.4727093719065,-5143.498213643587,filament candidate,UNCOVER
UNCOVER-18921,18921,3.608129036588202,-30.410597815882717,12.4239,8683.978478193725,547.586573725065,-5107.142613183542,filament candidate,UNCOVER
UNCOVER-18962,18962,3.588487701606212,-30.41051475885768,11.5121,8550.86172151398,536.2497376642892,-5028.730088113538,filament candidate,UNCOVER
UNCOVER-19030,19030,3.5739649039082515,-30.4103864094506,12.4278,8684.873081642889,542.44400199989,-5107.4344403426685,filament candidate,UNCOVER
UNCOVER-19089,19089,3.585366455888189,-30.410213336181886,14.9896,8996.089498721045,563.6792868151759,-5290.48507173695,filament candidate,UNCOVER
UNCOVER-19231,19231,3.557192017978162,-30.41081149031598,14.8957,8986.24738695353,558.6265171514908,-5284.6612439538885,filament candidate,UNCOVER
UNCOVER-19509,19509,3.582105190688008,-30.40937346008605,14.5883,8952.56079039424,560.4402769092995,-5264.690842435874,filament candidate,UNCOVER
UNCOVER-19530,19530,3.5570623911578063,-30.409319262269342,13.0478,8768.225936469897,545.0533858296567,-5156.138140080402,filament candidate,UNCOVER
UNCOVER-19556,19556,3.557156903999181,-30.40925195222978,12.9306,8752.95779388467,544.1187767822896,-5147.146414838876,filament candidate,UNCOVER
UNCOVER-19949,19949,3.545498347158826,-30.40851863900056,12.8822,8746.75557803069,541.946575517681,-5143.283472715405,filament candidate,UNCOVER
UNCOVER-20002,20002,3.6020174675836483,-30.408440310130644,12.9411,8753.97703133773,551.0630130930311,-5147.830863735817,filament candidate,UNCOVER
UNCOVER-20104,20104,3.5802660087079645,-30.40833875754832,12.8843,8746.718072250178,547.2724260146559,-5143.418756656663,filament candidate,UNCOVER
UNCOVER-20105,20105,3.5803180207108958,-30.40830315159311,14.8723,8983.726645599023,562.109976146457,-5282.782021410848,filament candidate,UNCOVER
UNCOVER-20229,20229,3.580334691860736,-30.40924419972889,14.6123,8955.242531404214,560.3303467050325,-5266.2304809830175,filament candidate,UNCOVER
UNCOVER-20245,20245,3.5927563082892813,-30.408074325019943,10.4769,8380.799185383063,526.2114533577795,-4928.259104562977,filament candidate,UNCOVER
UNCOVER-20273,20273,3.612653946437444,-30.40884522500467,13.2192,8789.753527003964,554.953373131486,-5169.0136302994815,filament candidate,UNCOVER
UNCOVER-20323,20323,3.579126055319102,-30.40797196703799,13.3119,8801.886004031703,550.548415020869,-5175.777353467122,filament candidate,UNCOVER
UNCOVER-20512,20512,3.591893066553123,-30.407733293011,11.1359,8491.72771994692,533.0479614062758,-4993.416895013456,filament candidate,UNCOVER
UNCOVER-20548,20548,3.5913494936302226,-30.407731808929785,10.7964,8435.76833148774,529.4548976163265,-4960.507674613505,filament candidate,UNCOVER
UNCOVER-20552,20552,3.589045909857006,-30.407619093662504,14.8026,8976.167405446748,563.0097054125071,-5278.242902186228,filament candidate,UNCOVER
UNCOVER-20635,20635,3.5890760641798654,-30.407501817607024,12.2975,8666.772420322204,543.6081871584248,-5096.286082732141,filament candidate,UNCOVER
UNCOVER-20641,20641,3.599153147125814,-30.407483031812355,10.8456,8443.97155402283,531.1243616952225,-4965.32454059639,filament candidate,UNCOVER
UNCOVER-20749,20749,3.609103125380914,-30.407288930361872,12.3089,8668.205293116322,546.7399170559795,-5097.1973268547,filament candidate,UNCOVER
UNCOVER-20818,20818,3.5824433060932743,-30.40719848100328,12.8809,8746.354450393766,547.5833468648464,-5142.98268762286,filament candidate,UNCOVER
UNCOVER-20930,20930,3.5709844038260385,-30.40706566146267,11.4319,8538.895631801495,532.8805510755607,-5020.90447643251,filament candidate,UNCOVER
UNCOVER-21038,21038,3.651723612161432,-30.406871581161628,11.2472,8509.079644073407,543.0583090596238,-5003.7787359876165,filament candidate,UNCOVER
UNCOVER-21058,21058,3.562888978218207,-30.40679040996369,11.7964,8594.511604075145,535.1322831504561,-5053.506763459014,filament candidate,UNCOVER
UNCOVER-21168,21168,3.562674394371837,-30.40660308977168,12.1939,8652.447553203192,538.7071007172852,-5087.533366055711,filament candidate,UNCOVER
UNCOVER-21173,21173,3.56015402389326,-30.406594127099854,10.5371,8391.746361850139,522.1050998475001,-4934.228976033771,filament candidate,UNCOVER
UNCOVER-21219,21219,3.59482647275676,-30.40652958388745,12.2751,8663.654226826846,544.2855454665902,-5094.286568689808,filament candidate,UNCOVER
UNCOVER-21387,21387,3.561862651494009,-30.406310690403917,10.8441,8444.164694397603,525.6191752618981,-4965.003166241928,filament candidate,UNCOVER
UNCOVER-21392,21392,3.5965045316309148,-30.40630298033169,13.524,8828.308284095467,554.8893558781647,-5191.066775136819,filament candidate,UNCOVER
UNCOVER-21397,21397,3.54900256682129,-30.406297462893093,11.756,8588.65646025966,532.6780998259608,-5049.888392706823,filament candidate,UNCOVER
UNCOVER-21434,21434,3.613813634899192,-30.406203306050024,11.3653,8528.159992576973,538.6106012516119,-5014.654311451745,filament candidate,UNCOVER
UNCOVER-21443,21443,3.5992515814506865,-30.406880308061982,13.4792,8822.690219924934,554.9609181684131,-5187.898731711926,filament candidate,UNCOVER
UNCOVER-21449,21449,3.598080795539493,-30.40624644502097,10.148,8321.914335449821,523.2906140584206,-4893.303301856965,filament candidate,UNCOVER
UNCOVER-21453,21453,3.586831960898622,-30.40619386760714,12.0071,8625.374096393753,540.6723912698076,-5071.665109912495,filament candidate,UNCOVER
UNCOVER-21464,21464,3.5745390485990445,-30.4061756805239,11.6151,8567.150844998905,535.1774335609794,-5037.358914028588,filament candidate,UNCOVER
UNCOVER-21501,21501,3.590714457232126,-30.406083187302254,14.8615,8982.668366937776,563.680083146004,-5281.750941800219,filament candidate,UNCOVER
UNCOVER-21574,21574,3.562803285796484,-30.405953274835085,14.1651,8905.173561202373,554.4620994895021,-5235.997859861003,filament candidate,UNCOVER
UNCOVER-21614,21614,3.593404804213004,-30.40587005521021,10.0121,8296.847358393967,521.0345849636338,-4878.4654282139,filament candidate,UNCOVER
UNCOVER-21695,21695,3.5874992243535755,-30.40570145218548,11.9262,8613.589726230255,540.0344081920151,-5064.639956613856,filament candidate,UNCOVER
UNCOVER-21705,21705,3.5977994761812537,-30.405668438039108,13.2405,8792.888138232865,552.8625924645575,-5170.115815090669,filament candidate,UNCOVER
UNCOVER-21731,21731,3.592687743540216,-30.405603550863983,12.6017,8708.994551195123,546.8076361986983,-5120.745372571304,filament candidate,UNCOVER
UNCOVER-21732,21732,3.5881573201515637,-30.405611264697388,14.8571,8982.257120528697,563.251816874695,-5281.394688664776,filament candidate,UNCOVER
UNCOVER-21810,21810,3.572784021242902,-30.40547051227608,10.4291,8372.79361993747,522.7787534166367,-4922.931496347782,filament candidate,UNCOVER
UNCOVER-21943,21943,3.557950463645801,-30.40524185706104,10.5802,8399.368200126437,522.2550197968985,-4938.431674822912,filament candidate,UNCOVER
UNCOVER-21976,21976,3.608060967806938,-30.40514012286197,12.2551,8660.821795734306,546.1160501064928,-5092.4121979498,filament candidate,UNCOVER
UNCOVER-22062,22062,3.5881798724789222,-30.405025298326784,13.3257,8803.809038897813,552.0653237310628,-5176.349491682879,filament candidate,UNCOVER
UNCOVER-22162,22162,3.5432524815824946,-30.40486805324838,13.4769,8823.127085062706,546.3313595522886,-5187.421773654326,filament candidate,UNCOVER
UNCOVER-22183,22183,3.579147591329968,-30.404840583438627,10.8407,8443.569828855392,528.1393133569322,-4964.455031207411,filament candidate,UNCOVER
UNCOVER-22192,22192,3.579059862863277,-30.4048342672947,10.0022,8295.213046686098,518.8469507817039,-4877.225940578271,filament candidate,UNCOVER
UNCOVER-22295,22295,3.5671450913237472,-30.4046262542443,10.0047,8295.8044664242,517.1520871000874,-4877.469766239567,filament candidate,UNCOVER
UNCOVER-22546,22546,3.5947167813525507,-30.404289964418805,14.2502,8914.803304760266,560.0466044364026,-5241.493882943718,filament candidate,UNCOVER
UNCOVER-22566,22566,3.5949436523257594,-30.404173261850996,13.3205,8803.157879620072,553.0678000898429,-5175.828648715058,filament candidate,UNCOVER
UNCOVER-22666,22666,3.5785505447530377,-30.40400937377478,11.1582,8495.763949216518,531.3151428161062,-4994.973653954181,filament candidate,UNCOVER
UNCOVER-22867,22867,3.5969170714702874,-30.403699849902186,10.3198,8353.27351700501,525.092179519005,-4911.236188512305,filament candidate,UNCOVER
UNCOVER-22872,22872,3.59447085493378,-30.404318354429822,14.7151,8966.869226172514,563.278854893041,-5272.110810669605,filament candidate,UNCOVER
UNCOVER-23000,23000,3.579677304257653,-30.403484490050708,13.4146,8815.16852405963,551.4643657930247,-5182.661011875645,filament candidate,UNCOVER
UNCOVER-23034,23034,3.5784686237183387,-30.40351103361297,14.7276,8968.474183693455,560.8650149121669,-5272.791933967079,filament candidate,UNCOVER
UNCOVER-23050,23050,3.593536262900334,-30.4034136120427,13.7822,8860.005518434167,556.420821605358,-5209.086030508291,filament candidate,UNCOVER
UNCOVER-23074,23074,3.586280399331478,-30.40335193128309,13.2799,8798.194271092496,551.4204107721048,-5172.691328367924,filament candidate,UNCOVER
UNCOVER-23081,23081,3.5937265041100988,-30.40333830564024,12.7842,8733.766647344353,548.5219561683659,-5134.85169234742,filament candidate,UNCOVER
UNCOVER-23082,23082,3.585752397526185,-30.40333207505046,14.4001,8932.022018622594,559.7253321025426,-5251.365001804995,filament candidate,UNCOVER
UNCOVER-23107,23107,3.579504282584425,-30.403496251563865,13.9229,8876.912979239965,555.3000994279391,-5218.963610614608,filament candidate,UNCOVER
UNCOVER-23269,23269,3.5857281079201946,-30.403103064185636,13.4254,8816.482084603946,552.4812676283226,-5183.38850601947,filament candidate,UNCOVER
UNCOVER-23424,23424,3.557208694064137,-30.402900267257827,13.7947,8861.902421477143,550.8992507651561,-5209.88793383401,filament candidate,UNCOVER
UNCOVER-23458,23458,3.548098161781265,-30.402821951695017,10.9745,8466.251378744344,524.9522470819846,-4977.221057432315,filament candidate,UNCOVER
UNCOVER-23521,23521,3.597783097944734,-30.40269301048299,12.1954,8652.665850919471,544.0434774730423,-5087.061396477524,filament candidate,UNCOVER
UNCOVER-23606,23606,3.561545530786314,-30.402546785060657,11.9696,8620.462571721417,536.545192784524,-5067.898342905286,filament candidate,UNCOVER
UNCOVER-23652,23652,3.5854517419305547,-30.4024278253396,13.1778,8785.308034187796,550.4852161320382,-5164.9196334236485,filament candidate,UNCOVER
UNCOVER-23686,23686,3.585837710464454,-30.402369787636957,14.2236,8912.014520641947,558.4848838819211,-5239.400963541549,filament candidate,UNCOVER
UNCOVER-23695,23695,3.5914731767301045,-30.40235577139044,13.3771,8810.472065460819,552.991556154656,-5179.732887821773,filament candidate,UNCOVER
UNCOVER-23704,23704,3.585706894628806,-30.40232892695495,11.5422,8556.224169354422,536.1691308026184,-5030.22177464534,filament candidate,UNCOVER
UNCOVER-23761,23761,3.536964003587038,-30.402240090108428,10.3977,8367.831220373497,517.2173443600469,-4919.187235985941,filament candidate,UNCOVER
UNCOVER-23774,23774,3.585574320714374,-30.40219937329497,13.8739,8871.148009061231,555.8829810880119,-5215.33837352308,filament candidate,UNCOVER
UNCOVER-23876,23876,3.5783484953800992,-30.40301810729185,12.1229,8642.464895284751,540.4590522256689,-5081.022045424712,filament candidate,UNCOVER
UNCOVER-23927,23927,3.582656105461786,-30.40196100054457,11.6781,8576.995723675658,537.0122788548248,-5042.342412553603,filament candidate,UNCOVER
UNCOVER-23984,23984,3.5834070829624847,-30.40184708372944,14.2817,8918.733242567596,558.5260834008775,-5243.227395944237,filament candidate,UNCOVER
UNCOVER-24036,24036,3.5830734373001363,-30.401729259286505,14.5574,8949.817480014255,560.4203792770007,-5261.474777251016,filament candidate,UNCOVER
UNCOVER-24045,24045,3.5368744614824497,-30.401696956189586,10.6761,8416.363342531275,520.2039212896487,-4947.609826502442,filament candidate,UNCOVER
UNCOVER-24077,24077,3.582744206927382,-30.40165751506849,11.6922,8579.153482799795,537.1606213494821,-5043.5502203355045,filament candidate,UNCOVER
UNCOVER-24119,24119,3.570872463906321,-30.401593062653447,12.6564,8716.976552035483,543.9768186398195,-5124.494669152401,filament candidate,UNCOVER
UNCOVER-24128,24128,3.582631843694188,-30.40153751091704,10.9814,8467.181188363866,530.1331071325806,-4977.698961574863,filament candidate,UNCOVER
UNCOVER-24154,24154,3.569947345630309,-30.402854769883607,11.3727,8530.016622406753,532.1714501937569,-5014.833501956402,filament candidate,UNCOVER
UNCOVER-24203,24203,3.5925009906015037,-30.401464120555413,10.1701,8326.419320181434,522.7598145292397,-4894.986164924012,filament candidate,UNCOVER
UNCOVER-24287,24287,3.604689434918783,-30.40131372261514,10.1041,8314.21081701486,523.7689896428437,-4887.84495215861,filament candidate,UNCOVER
UNCOVER-24396,24396,3.588845251154691,-30.40110531790689,13.3404,8806.003083952257,552.3055736736186,-5176.831789842589,filament candidate,UNCOVER
UNCOVER-24416,24416,3.583373003897524,-30.401032281186456,11.5652,8559.88595506921,536.0485463952004,-5032.100789393183,filament candidate,UNCOVER
UNCOVER-24489,24489,3.593712302660323,-30.40091608272844,11.702,8580.591428038324,538.8996909313045,-5044.306565491717,filament candidate,UNCOVER
UNCOVER-24513,24513,3.6047561812926423,-30.400878894673617,12.1444,8645.482365369728,544.6481610903678,-5082.508323896621,filament candidate,UNCOVER
UNCOVER-24551,24551,3.6063996229062,-30.400805942695257,10.0723,8308.351695718662,523.6488592733157,-4884.3104415489015,filament candidate,UNCOVER
UNCOVER-24552,24552,3.58330021113608,-30.400791138100494,11.3096,8520.145155001437,533.5489781675756,-5008.689666260719,filament candidate,UNCOVER
UNCOVER-24629,24629,3.5800768372670237,-30.40060898247729,13.1853,8786.482935213115,549.7313457004108,-5165.204342130447,filament candidate,UNCOVER
UNCOVER-24669,24669,3.5874508435952714,-30.40050726976674,13.7321,8854.30028753615,555.1184017564327,-5205.092101033319,filament candidate,UNCOVER
UNCOVER-24713,24713,3.5476474375823166,-30.400413952539413,11.8296,8600.156858111539,533.1871789369196,-5055.453423332266,filament candidate,UNCOVER
UNCOVER-24730,24730,3.6048536285645776,-30.40049632030116,10.0927,8312.170060134493,523.6643433003517,-4886.486371255795,filament candidate,UNCOVER
UNCOVER-24731,24731,3.604755823778361,-30.400415520195494,10.2315,8337.574150915274,525.2505049198353,-4901.404343922437,filament candidate,UNCOVER
UNCOVER-24789,24789,3.5847750772673392,-30.400238994268346,12.3211,8670.784201561935,543.2063770973258,-5097.140669951546,filament candidate,UNCOVER
UNCOVER-24824,24824,3.6044738844926014,-30.40022579380688,12.8355,8740.768034507022,550.6077316258251,-5138.38909571169,filament candidate,UNCOVER
UNCOVER-24844,24844,3.5814196775765104,-30.40013590912764,14.4205,8934.661269870718,559.2124297391059,-5252.220507389415,filament candidate,UNCOVER
UNCOVER-24897,24897,3.6026254742344266,-30.400041822112843,12.0346,8629.753436118976,543.3350749794989,-5073.079902494418,filament candidate,UNCOVER
UNCOVER-24982,24982,3.602941472352566,-30.399869413199838,10.5116,8387.48884232269,528.1283754978548,-4930.630152266267,filament candidate,UNCOVER
UNCOVER-25127,25127,3.58926451556192,-30.3995496513004,11.3511,8526.745117287339,534.8533743861591,-5012.353409164484,filament candidate,UNCOVER
UNCOVER-25161,25161,3.580462317762298,-30.399475805172727,12.7849,8734.331138209807,546.5274323937566,-5134.31599208291,filament candidate,UNCOVER
UNCOVER-25179,25179,3.5917537715492123,-30.399453960926188,11.9774,8621.587412318993,541.1785509627117,-5068.099833174725,filament candidate,UNCOVER
UNCOVER-25202,25202,3.5841893869574326,-30.399389016872668,12.7356,8727.709529574138,546.6830623612864,-5130.426689096346,filament candidate,UNCOVER
UNCOVER-25213,25213,3.584102250159859,-30.399350835095397,12.7135,8724.75533191158,546.4846975376395,-5128.681798026915,filament candidate,UNCOVER
UNCOVER-25251,25251,3.5484590208282243,-30.399289499321128,13.6621,8846.314476654781,548.5740939776161,-5199.9236681885695,filament candidate,UNCOVER
UNCOVER-25286,25286,3.562646128227404,-30.39915923241889,14.2254,8912.732742480284,554.9082145258544,-5239.018089300503,filament candidate,UNCOVER
UNCOVER-25336,25336,3.5898187715618755,-30.399094531256065,10.0376,8302.215838433523,520.8500537913047,-4880.280481417921,filament candidate,UNCOVER
UNCOVER-25337,25337,3.5898035405785547,-30.399029601172668,13.3207,8803.704825013416,552.3092527093788,-5175.056561358027,filament candidate,UNCOVER
UNCOVER-25386,25386,3.589616951628277,-30.39889632415173,13.0129,8764.320367844555,549.8097751438486,-5151.8767987059055,filament candidate,UNCOVER
UNCOVER-25494,25494,3.5949974979173738,-30.400736625882782,10.2072,8333.223504508042,523.5515331742997,-4898.857144030765,filament candidate,UNCOVER
UNCOVER-25530,25530,3.5898738015943907,-30.398583409017427,11.173,8498.512416741416,533.1731634802697,-4995.567431624208,filament candidate,UNCOVER
UNCOVER-25610,25610,3.588317600283939,-30.39900957671448,12.5728,8705.694008172517,545.9337792928746,-5117.430721633561,filament candidate,UNCOVER
UNCOVER-25668,25668,3.5786330837847062,-30.40073636033597,13.3743,8810.384399128532,551.0038795362758,-5179.273226190881,filament candidate,UNCOVER
UNCOVER-25713,25713,3.5822851586981925,-30.39822012658168,12.8945,8748.954160681064,547.7218635757508,-5142.663870277037,filament candidate,UNCOVER
UNCOVER-25719,25719,3.587033588475728,-30.39823557560536,13.3071,8802.081708035237,551.7802165691284,-5173.922474820687,filament candidate,UNCOVER
UNCOVER-25721,25721,3.580134039175589,-30.398377420994827,12.7023,8723.37566672997,545.7917464182281,-5127.648952900714,filament candidate,UNCOVER
UNCOVER-25864,25864,3.590157445930981,-30.398059812681684,11.1911,8501.463978338845,533.400588688057,-4997.199326661919,filament candidate,UNCOVER
UNCOVER-25913,25913,3.586757617756468,-30.397887320029717,13.4911,8825.102510898214,553.180658419066,-5187.3804471197545,filament candidate,UNCOVER
UNCOVER-25949,25949,3.548551389037155,-30.397799643108375,14.9558,8993.98715873913,557.7460681514854,-5286.41223596907,filament candidate,UNCOVER
UNCOVER-26033,26033,3.5661465095605798,-30.39769156493408,10.2496,8341.442389394402,519.8511652428019,-4902.937218203472,filament candidate,UNCOVER
UNCOVER-26071,26071,3.569646177993277,-30.39764985925656,11.7131,8582.787042171525,535.4184060654145,-5044.805699465517,filament candidate,UNCOVER
UNCOVER-26231,26231,3.541439752743877,-30.39747630191872,12.5819,8707.51528168152,538.8960882036531,-5117.926606251752,filament candidate,UNCOVER
UNCOVER-26309,26309,3.554367275948857,-30.39733638234435,11.4432,8541.651850228589,530.5656728663212,-5020.48090624094,filament candidate,UNCOVER
UNCOVER-26374,26374,3.5932769871132564,-30.39716110526385,11.1494,8494.803384500467,533.4470209613338,-4993.121811239337,filament candidate,UNCOVER
UNCOVER-26429,26429,3.535496187449806,-30.39706736985953,12.1543,8647.892737947082,534.3056138329263,-5082.767152179154,filament candidate,UNCOVER
UNCOVER-26462,26462,3.56974442397032,-30.397008739347875,12.3025,8668.599115495086,540.78652668958,-5095.11438313819,filament candidate,UNCOVER
UNCOVER-26546,26546,3.5874327598537263,-30.39681568450365,11.124,8490.799176139179,532.3260894211752,-4990.667315023134,filament candidate,UNCOVER
UNCOVER-26619,26619,3.571903709860487,-30.396692928211863,11.8157,8598.189119760742,536.7193306228108,-5053.677787793473,filament candidate,UNCOVER
UNCOVER-26622,26622,3.553392504718118,-30.396734288311528,12.866,8745.598527122218,543.0844813245875,-5140.224351465635,filament candidate,UNCOVER
UNCOVER-26858,26858,3.5543710859832016,-30.39627394258357,10.3389,8357.726700729732,519.1416992708853,-4912.167516489957,filament candidate,UNCOVER
UNCOVER-27003,27003,3.5895461093524115,-30.395898046458857,10.8515,8446.05109980086,529.8333898714103,-4964.194886077218,filament candidate,UNCOVER
UNCOVER-27021,27021,3.575091976285773,-30.396014334351023,11.8752,8607.049414307758,537.753224792756,-5058.76581595711,filament candidate,UNCOVER
UNCOVER-27100,27100,3.583440976591335,-30.39572243032839,12.8795,8747.18908892556,547.7885098960807,-5141.119307085149,filament candidate,UNCOVER
UNCOVER-27126,27126,3.57799099536428,-30.395664303796377,12.9255,8753.305070398439,547.335644495955,-5144.671364465184,filament candidate,UNCOVER
UNCOVER-27133,27133,3.583351658869191,-30.395618741389196,11.6898,8579.317273834997,537.2621915632444,-5042.432034471661,filament candidate,UNCOVER
UNCOVER-27347,27347,3.583472915297769,-30.395258359601858,10.9947,8469.900019914337,530.4281552467428,-4978.051744349594,filament candidate,UNCOVER
UNCOVER-27416,27416,3.564620037531535,-30.395875316324226,14.4869,8942.674395493079,557.0816677117799,-5255.939175786,filament candidate,UNCOVER
UNCOVER-27434,27434,3.555290827876896,-30.39509404048469,12.9112,8751.689203169937,543.7537799475292,-5143.477329823364,filament candidate,UNCOVER
UNCOVER-27647,27647,3.606227088171919,-30.394694303468533,10.5965,8402.651179330614,529.5668510008193,-4938.539099213851,filament candidate,UNCOVER
UNCOVER-27675,27675,3.584575200844199,-30.394644578205348,13.428,8817.580267805222,552.371960759642,-5182.274428776676,filament candidate,UNCOVER
UNCOVER-27832,27832,3.581774244648295,-30.39453326154827,12.0892,8638.341806789935,540.7197271280519,-5076.894132268103,filament candidate,UNCOVER
UNCOVER-27995,27995,3.5773299811234134,-30.394221902667343,13.3261,8804.931964232095,550.4618454112771,-5174.712334410467,filament candidate,UNCOVER
UNCOVER-28002,28002,3.587139302564895,-30.39418890373397,13.5651,8834.555183890076,553.8322608841673,-5192.170878980729,filament candidate,UNCOVER
UNCOVER-28021,28021,3.610730389668865,-30.39414023471416,14.3641,8928.552020096666,563.4156628228213,-5247.539593186288,filament candidate,UNCOVER
